model,attribution_method,prompt_id,token_count,output_token_count,attribution_time,tokens_per_second,prompt_text,success,device,gpu_info
Llama-3-2-1B,lime,prompt_5,16,0,0.6907081604003906,23.164631485930467,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_6,17,0,0.6967287063598633,24.399741025195294,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_7,20,0,0.6989028453826904,28.616280692130854,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_8,17,0,0.6910107135772705,24.601644614152598,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_9,20,0,0.6949007511138916,28.781088476219068,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_10,18,0,0.6842741966247559,26.30524443094102,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_11,18,0,0.6917679309844971,26.020286853111426,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_12,16,0,0.6886556148529053,23.23367392193201,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_13,17,0,0.6909677982330322,24.603172598597233,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_14,23,0,0.7181520462036133,32.0266441091208,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_15,18,0,0.7141358852386475,25.20528707780148,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_16,18,0,0.7077476978302002,25.43279201781096,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_17,17,0,0.700913667678833,24.254056931572922,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_18,16,0,0.6999232769012451,22.859648375799768,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_19,16,0,0.6925678253173828,23.102430426460664,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
Llama-3-2-1B,lime,prompt_20,17,0,0.6894633769989014,24.65685715461445,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_1,18,0,1.3775866031646729,13.066329157563919,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_2,20,0,1.4148309230804443,14.135964710507562,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_3,15,0,1.3303847312927246,11.274933969983717,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_4,17,0,1.3557679653167725,12.539018795910247,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_5,16,0,1.3418781757354736,11.923586126758874,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_6,17,0,1.3632559776306152,12.470145210400304,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_7,20,0,1.4287006855010986,13.998733396691312,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_8,17,0,1.3637661933898926,12.465479847204133,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_9,20,0,1.428426742553711,14.001418066595718,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_10,18,0,1.3844337463378906,13.001705605352129,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_11,18,0,1.376554250717163,13.076128304149497,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_12,16,0,1.3483991622924805,11.865922530534359,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_13,17,0,1.3664567470550537,12.440935314372656,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_14,23,0,1.4813947677612305,15.525908758783407,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_15,18,0,1.3802404403686523,13.041206063482917,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_16,18,0,1.369213342666626,13.14623473135597,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_17,17,0,1.367509126663208,12.43136127470013,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_18,16,0,1.3523783683776855,11.831008521079509,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_19,16,0,1.357076644897461,11.790048896765843,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
Llama-3-2-1B,integrated_gradients,prompt_20,17,0,1.3740816116333008,12.371899788246905,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_1,18,0,2.2665274143218994,7.9416643656107055,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_2,20,0,2.431581735610962,8.225098793553316,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_3,15,0,2.106783390045166,7.119858676918097,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_4,17,0,2.1657495498657227,7.849476409243168,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_5,16,0,2.124969482421875,7.5295198977466935,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_6,17,0,2.156111240386963,7.884565360806229,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_7,20,0,1.7583744525909424,11.374141594545039,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_8,17,0,2.228083848953247,7.629874435823676,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_9,20,0,2.3261961936950684,8.597727076593145,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_10,18,0,2.169522762298584,8.296755541264389,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_11,18,0,2.032762050628662,8.85494689082435,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_12,16,0,2.1384036540985107,7.482216918837588,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_13,17,0,2.0977790355682373,8.103808700421641,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_14,23,0,2.448770761489868,9.392467584841,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_15,18,0,2.275146007537842,7.911580153697284,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_16,18,0,2.2944045066833496,7.84517287495207,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_17,17,0,2.1693215370178223,7.83655152539996,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_18,16,0,2.129610061645508,7.513112512079847,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_19,16,0,2.3206968307495117,6.894480911077259,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
Llama-3-2-1B,layer_gradient_x_activation,prompt_20,17,0,2.1225738525390625,8.009144171668883,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_1,18,0,0.42481255531311035,42.37162902761432,Answer this yes/no question: do iran and afghanistan speak the same language,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_2,20,0,0.219649076461792,91.05433231119915,Answer this yes/no question: do good samaritan laws protect those who help at an accident,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_3,15,0,0.38870954513549805,38.58922475076149,Answer this yes/no question: is windows movie maker part of windows essentials,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_4,17,0,0.21977996826171875,77.35008852015135,Answer this yes/no question: is confectionary sugar the same as powdered sugar,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_5,16,0,0.21687889099121094,73.77389254839191,Answer this yes/no question: is elder scrolls online the same as skyrim,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_6,17,0,0.4118459224700928,41.27757268553387,Answer this yes/no question: can you use oyster card at epsom station,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_7,20,0,0.4341545104980469,46.06654892760805,Answer this yes/no question: will there be a season 4 of da vinci's demons,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_8,17,0,0.40529346466064453,41.94491518444354,Answer this yes/no question: is the federal court the same as the supreme court,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_9,20,0,0.43120741844177246,46.38139128559699,Answer this yes/no question: did abraham lincoln write the letter in saving private ryan,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_10,18,0,0.41155219078063965,43.736858661491446,Answer this yes/no question: is batman and robin a sequel to batman forever,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_11,18,0,0.40922975540161133,43.985071374722246,Answer this yes/no question: is a wolverine the same as a badger,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_12,16,0,0.4120616912841797,38.82913733168548,Answer this yes/no question: will there be a green lantern 2 movie,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_13,17,0,0.41836977005004883,40.63391099688278,Answer this yes/no question: does the icc has jurisdiction in the united states,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_14,23,0,0.4641420841217041,49.55379136438983,Answer this yes/no question: calcium carbide cac2 is the raw material for the production of acetylene,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_15,18,0,0.42147326469421387,42.7073352162902,Answer this yes/no question: is there a now you see me 3 coming out,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_16,18,0,0.40587377548217773,44.34876330360594,Answer this yes/no question: does a penalty shoot out goal count towards the golden boot,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_17,17,0,0.3959472179412842,42.93501565282109,Answer this yes/no question: will there be a new season of cutthroat kitchen,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_18,16,0,0.39905381202697754,40.09484314591221,Answer this yes/no question: is jack sikma in the hall of fame,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_19,16,0,0.3990442752838135,40.09580137096384,Answer this yes/no question: can elves and humans mate lord of the rings,True,CUDA,NVIDIA H200
Llama-3-2-1B,attention,prompt_20,17,0,0.4160938262939453,40.856169752421465,Answer this yes/no question: the boy in the plastic bubble based on true story,True,CUDA,NVIDIA H200
